code,display
76042004,Structure of deep part of superior levator palpebrae muscle (body structure)
367736004,Structure of deep penile fascia (body structure)
64529007,Structure of deep peroneal nerve (body structure)
60433008,Structure of deep peroneal nerve muscular branches (body structure)
27945007,Structure of deep pes anserinus (body structure)
16302004,Structure of deep plantar branch of arcuate artery (body structure)
35721009,Structure of deep popliteal lymph node (body structure)
86546004,Structure of deep portion of gluteus medius muscle trochanteric bursa (body structure)
75606001,Structure of deep portion of parotid gland (body structure)
113231009,Structure of deep portion of sphincter ani externus muscle (body structure)
118517005,Structure of deep posterior compartment of lower leg (body structure)
68930004,Structure of deep temporal artery (body structure)
54584001,Structure of deep temporal nerve (body structure)
152511004,Structure of deep temporal vein (body structure)
368254002,Structure of deep transverse metacarpal ligament (body structure)
233803003,Structure of deep transverse metatarsal ligament (body structure)
57814007,Structure of deep transverse perineal muscle (body structure)
87003004,Structure of deep vein (body structure)
3984002,Structure of deep vein of clitoris (body structure)
119556008,Structure of deep vein of lower extremity (body structure)
367732002,Structure of deep vein of penis (body structure)
119558009,Structure of deep vein of upper extremity (body structure)
9791004,Structure of deep venous system of lower extremity (body structure)
71049009,Structure of deep venous system of upper extremity (body structure)
10119003,Structure of deep volar arch of radial artery (body structure)
167664004,Structure of delphian lymph node (body structure)
11815004,Structure of delta Cell of islet (body structure)
367587004,Structure of deltoid bursa (body structure)
35259002,Structure of deltoid muscle (body structure)
402006,Structure of dental branch of inferior alveolar artery (body structure)
21332009,Structure of dental tubercle (body structure)
89081005,Structure of dentate gyrus (body structure)
83083000,Structure of dentate ligament (body structure)
77172000,Structure of depressor labii inferioris muscle (body structure)
88465000,Structure of depressor supercilii muscle (body structure)
89986003,Structure of dermal papilla (body structure)
42235004,Structure of dermatoglyphic patterns (body structure)
321472003,Structure of dermatoglyphic patterns of palm (body structure)
321373007,Structure of dermatoglyphic patterns of sole (body structure)
42983006,Structure of Descemet's membrane (body structure)
33102007,Structure of descending branch of occipital artery (body structure)
302724005,Structure of descending genicular artery (body structure)
78486008,Structure of descending limb of Henle's loop (body structure)
72031006,Structure of descending portion of duodenum (body structure)
43023001,Structure of descending segment of anterior descending branch of left coronary artery (body structure)
32672002,Structure of descending thoracic aorta (body structure)
367607007,Structure of detrusor muscle of urinary bladder (body structure)
44024001,Structure of diagonal branch of anterior descending branch of left coronary artery (body structure)
45306004,Structure of diaphragmatic aspect of liver (body structure)
196751009,Structure of diaphragmatic lymph node (body structure)
20728007,Structure of diaphragmatic pleura (body structure)
60383004,Structure of diaphragmatic surface of heart (body structure)
8892009,Structure of diaphragmatic surface of lung (body structure)
91183006,Structure of diaphragmatic surface of spleen (body structure)
53394001,Structure of diaphysis (body structure)
12922005,Structure of diencephalic periventricular fibers (body structure)
70235000,Structure of diencephalic portion of dorsal longitudinal fasciculus (body structure)
87563008,Structure of diencephalon (body structure)
67647003,Structure of diencephalon of fetus (body structure)
86762007,Structure of digestive system (body structure)
410433007,Structure of digestive system mucous membrane (body structure)
40254007,Structure of digital artery of hand (body structure)
368480003,Structure of digital palmar vein (body structure)
2433001,Structure of digital tendon and tendon sheath of foot (body structure)
76856003,Structure of distal anterior closed space of finger (body structure)
87046001,Structure of distal epiphysis (body structure)
24571007,Structure of distal epiphysis of femur (body structure)
22291000,Structure of distal epiphysis of radius (body structure)
89008001,Structure of distal nail groove (body structure)
371282001,Structure of distal phalanx of foot (body structure)
54333003,Structure of distal phalanx of fourth toe (body structure)
53075003,Structure of distal phalanx of great toe (body structure)
371283006,Structure of distal phalanx of hand (body structure)
33971000,Structure of distal phalanx of index finger (body structure)
71065005,Structure of distal phalanx of little finger (body structure)
10770001,Structure of distal phalanx of little toe (body structure)
58383002,Structure of distal phalanx of middle finger (body structure)
33880004,Structure of distal phalanx of ring finger (body structure)
76986006,Structure of distal phalanx of second toe (body structure)
65258003,Structure of distal phalanx of third toe (body structure)
36672000,Structure of distal portion of anterior descending branch of left coronary artery (body structure)
6511003,Structure of distal portion of circumflex branch of left coronary artery (body structure)
85774003,Structure of distal portion of ileum (body structure)
41879009,Structure of distal portion of right coronary artery (body structure)
23480003,Structure of distal shaft of femur (body structure)
55873007,Structure of distal shaft of fibula (body structure)
19976006,Structure of distal shaft of humerus (body structure)
76064008,Structure of distal shaft of radius (body structure)
61945004,Structure of distal shaft of tibia (body structure)
66968007,Structure of distal shaft of ulna (body structure)
90933009,Structure of distal surface of tooth (body structure)
331008002,Structure of distal tendon insertion (body structure)
85671003,Structure of distal third of shaft of bone (body structure)
110581000,Structure of distobuccal cusp (body structure)
110582007,Structure of distolingual cusp (body structure)
84707001,Structure of diverticula of ampulla of vas deferens (body structure)
367608002,Structure of dome of urinary bladder (body structure)
47640005,Structure of dorsal accessory olivary nucleus (body structure)
113367000,Structure of dorsal aorta (body structure)
56738007,Structure of dorsal artery of clitoris (body structure)
48098000,Structure of dorsal artery of penis (body structure)
51698000,Structure of dorsal aspect of scapula (body structure)
78985001,Structure of dorsal branch of spinal nerve of cauda equina (body structure)
91783003,Structure of dorsal carpal branch of ulnar artery (body structure)
368250006,Structure of dorsal carpometacarpal ligaments (body structure)
19803001,Structure of dorsal cochlear nucleus (body structure)
64380009,Structure of dorsal compact part of substantia nigra (body structure)
63046007,Structure of dorsal cuboidonavicular ligament (body structure)
25078001,Structure of dorsal cuneocuboidal ligament (body structure)
37652000,Structure of dorsal cuneonavicular ligaments (body structure)
38200006,Structure of dorsal cutaneous nerve of foot (body structure)
49256001,Structure of dorsal digital artery of foot (body structure)
368474006,Structure of dorsal digital artery of hand (body structure)
2830005,Structure of dorsal digital nerves of lateral hallux and medial second toe (body structure)
1246006,Structure of dorsal digital nerves of radial nerve (body structure)
39414004,Structure of dorsal digital nerves of ulnar nerve (body structure)
47831008,Structure of dorsal digital vein of foot (body structure)
59362004,Structure of dorsal fascia of foot (body structure)
75757005,Structure of dorsal fascia of hand (body structure)
87482001,Structure of dorsal foramina of sacrum (body structure)
53293009,Structure of dorsal intercarpal ligaments (body structure)
6606008,Structure of dorsal intercuneiform ligaments (body structure)
241418000,Structure of dorsal intermediate cutaneous nerve of foot (body structure)
25872004,Structure of dorsal interosseous muscle of foot (body structure)
60618007,Structure of dorsal interosseous muscle of hand (body structure)
71705003,Structure of dorsal lingual branch of lingual artery (body structure)
153218003,Structure of dorsal lingual vein (body structure)
22107002,Structure of dorsal longitudinal nucleus of midbrain (body structure)
68003006,Structure of dorsal mesentery (body structure)
91787002,Structure of dorsal metacarpal artery (body structure)
368244001,Structure of dorsal metacarpal ligaments (body structure)
78401001,Structure of dorsal metacarpal vein (body structure)
3541007,Structure of dorsal metatarsal artery (body structure)
88422001,Structure of dorsal metatarsal vein of foot (body structure)
32292000,Structure of dorsal nasal artery (body structure)
83338008,Structure of dorsal nerve of clitoris (body structure)
2681003,Structure of dorsal nerve of penis (body structure)
3556003,Structure of dorsal nucleus of trapezoid body (body structure)
37309007,Structure of dorsal radiocarpal ligament (body structure)
41249005,Structure of dorsal sacrococcygeus muscle (body structure)
20204009,Structure of dorsal sacroiliac ligaments (body structure)
91732003,Structure of dorsal scapular artery (body structure)
30026005,Structure of dorsal scapular nerve (body structure)
206562005,Structure of dorsal scapular vein (body structure)
28144008,Structure of dorsal spinocerebellar tract (body structure)
38555005,Structure of dorsal surface of base of tongue (body structure)
57994005,Structure of dorsal surface of fifth toe (body structure)
32025001,Structure of dorsal surface of finger (body structure)
82910003,Structure of dorsal surface of fourth toe (body structure)
3867009,Structure of dorsal surface of great toe (body structure)
3117000,Structure of dorsal surface of index finger (body structure)
28674004,Structure of dorsal surface of little finger (body structure)
77517006,Structure of dorsal surface of middle finger (body structure)
52263006,Structure of dorsal surface of ring finger (body structure)
41506008,Structure of dorsal surface of second toe (body structure)
13260001,Structure of dorsal surface of third toe (body structure)
74729006,Structure of dorsal surface of thumb (body structure)
113353009,Structure of dorsal surface of toe (body structure)
233295006,Structure of dorsal tarsal ligaments (body structure)
233474004,Structure of dorsal tarsometatarsal ligaments (body structure)
61122006,Structure of dorsal tegmental decussation (body structure)
4870002,Structure of dorsal tegmental nuclei of midbrain (body structure)
49179009,Structure of dorsal tegmental nucleus of pons (body structure)
207573005,Structure of dorsal thoracic nerve (body structure)
181407002,Structure of dorsal vein of foot (body structure)
181394002,Structure of dorsal vein of hand (body structure)
81900009,Structure of dorsal venous arch of foot (body structure)
68906001,Structure of dorsal venous network of foot (body structure)
424400007,Structure of dorsal white commissure of spinal cord (body structure)
368475007,Structure of dorsales pollicis arteries (body structure)
368476008,Structure of dorsalis indicis artery (body structure)
86547008,Structure of dorsalis pedis artery (body structure)
21376002,Structure of dorsolateral tract (body structure)
31416000,Structure of dorsomedial hypothalamic nucleus (body structure)
1659006,Structure of dorsomedial nucleus of thalamus (body structure)
77711009,Structure of dorsum of anterior tongue (body structure)
2402003,Structure of dorsum of foot (body structure)
63125000,Structure of dorsum of hand (body structure)
84047001,Structure of dorsum of nose (body structure)
77271002,Structure of dorsum of penis (body structure)
67261003,Structure of dorsum of tip of tongue (body structure)
66938003,Structure of dorsum of tongue (body structure)
34181005,Structure of duct of anterior lingual gland (body structure)
84243006,Structure of duct of bulbourethral gland (body structure)
30740000,Structure of duct of minor salivary gland (body structure)
367606003,Structure of duct of Wirsung (body structure)
4432005,Structure of ductus arteriosus (body structure)
49927009,Structure of ductus deferens artery (body structure)
53154008,Structure of ductus reuniens (body structure)
367624001,Structure of ductus venosus (body structure)
5816009,Structure of duodenal fold (body structure)
26226001,Structure of duodenal impression of liver (body structure)
9566001,Structure of duodenal lumen (body structure)
26809004,Structure of duodenojejunal flexure (body structure)
297357001,Structure of early somite stage (body structure)
337928007,Structure of efferent arteriole (body structure)
59914003,Structure of efferent ductule of testis (body structure)
65780001,Structure of efferent glomerular arteriole (body structure)
27738000,Structure of efferent lymphatic vessel of lymph node (body structure)
40420009,Structure of eighth costal cartilage (body structure)
117140004,Structure of eighth intercostal space (body structure)
55696009,Structure of elastic fibers of skin (body structure)
47570007,Structure of eleventh costal cartilage (body structure)
117143002,Structure of eleventh intercostal space (body structure)
113364007,Structure of embryo stage (body structure)
296383004,Structure of embryo stage 2 (body structure)
296484009,Structure of embryo stage 4 (body structure)
296687005,Structure of embryo stage 6 (body structure)
296791006,Structure of embryo stage 7 (body structure)
296893000,Structure of embryo stage 8 (body structure)
296992009,Structure of embryo stage 9 (body structure)
297560007,Structure of embryo stage with closed neural tube (body structure)
297458007,Structure of embryo stage with limb development (body structure)
297660004,"Structure of embryo stage, 20-52 days (body structure)"
297258009,"Structure of embryo stage, 26 weeks (body structure)"
113368005,Structure of embryonic aortic arch (body structure)
83987001,Structure of embryonic disc (body structure)
89479003,Structure of embryonic ependymal layer (body structure)
20797009,Structure of embryonic mantle layer (body structure)
19370005,Structure of embryonic marginal layer (body structure)
3481003,Structure of embryonic testis (body structure)
87789006,Structure of eminentia conchae (body structure)
154329009,Structure of emissary vein of skull (body structure)
61840008,Structure of endocardium of atrium (body structure)
33052000,Structure of endocardium of left atrium (body structure)
32503000,Structure of endocardium of left ventricle (body structure)
192274009,Structure of endocardium of right ventricle (body structure)
23538004,Structure of endocardium of ventricle (body structure)
19376004,Structure of endocervical connective tissue (body structure)
91767003,Structure of endocervical glandular cell (cell structure)
113331007,Structure of endocrine system (body structure)
36214001,Structure of endolymphatic sac (body structure)
29127002,Structure of endometrial blood vessel (body structure)
91768008,Structure of endometrial glandular cell (cell structure)
254271007,Structure of endometrial spiral arteriole (body structure)
40749002,Structure of endometrial stroma (body structure)
34796004,Structure of endometrial surface epithelium (body structure)
254367006,Structure of endometrial venule (body structure)
2182009,Structure of endometrial zona basalis (body structure)
369192001,Structure of endopeduncular nucleus (body structure)
3937002,Structure of entorhinal cortex (body structure)
45302002,Structure of eparterial bronchus (body structure)
13031003,Structure of ependyma of aqueduct of Sylvius (body structure)
13315000,Structure of ependyma of fourth ventricle (body structure)
23559006,Structure of ependyma of lateral ventricle (body structure)
17454002,Structure of ependyma of spinal cord (body structure)
12857007,Structure of ependyma of third ventricle (body structure)
51377009,Structure of epicondylar part of femur (body structure)
35925009,Structure of epicondyle (body structure)
29250003,Structure of epididymal lumen (body structure)
30636001,Structure of epidural space (body structure)
60965003,Structure of epigastric lymph node (body structure)
60766006,Structure of epiglottic tubercle (body structure)
84157002,Structure of epiphyseal line (body structure)
43719000,Structure of epiphysis (body structure)
206377001,Structure of epiploic bursa (body structure)
43975007,Structure of epiploic foramen (body structure)
5979006,Structure of episcleral artery (body structure)
57794003,Structure of episcleral space (body structure)
31575005,Structure of episcleral vein (body structure)
5194009,Structure of epithelium of lens (body structure)
28870006,Structure of epitrochlear lymph node (body structure)
40049005,Structure of equator of eyeball (body structure)
70278005,Structure of equator of lens (body structure)
44947003,Structure of erector spinae muscle (body structure)
52901003,Structure of erythropoietic tissue (body structure)
206034008,Structure of esophageal artery (body structure)
421699006,Structure of esophageal branch of azygous minor (body structure)
67674002,Structure of esophageal branch of inferior thyroid artery (body structure)
34899004,Structure of esophageal gland (body structure)
55977007,Structure of esophageal lumen (body structure)
11899006,Structure of esophageal lymph node (body structure)
44763004,Structure of esophageal plexus of thoracic sympathetic nervous system (body structure)
90895003,Structure of esophageal vein (body structure)
368905004,Structure of ethmoid sinus gland (body structure)
73954008,Structure of ethmoidal artery (body structure)
14518006,Structure of ethmoidal bulla (body structure)
80134001,Structure of ethmoidal infundibulum (body structure)
153723004,Structure of ethmoidal vein (body structure)
27661007,Structure of ethmoidomaxillary suture of skull (body structure)
53440005,Structure of exocelomic cavity (body structure)
36414003,Structure of exocelomic membrane (body structure)
25036007,Structure of exocervical connective tissue (body structure)
91687006,Structure of exocervical epithelial cell (body structure)
20023005,Structure of exocrine pancreas (body structure)
86172000,Structure of extensor carpi radialis brevis muscle (body structure)
60003005,Structure of extensor carpi radialis brevis muscle bursa (body structure)
39421004,Structure of extensor carpi radialis longus muscle (body structure)
31486005,Structure of extensor carpi radialis muscle (body structure)
50906002,Structure of extensor carpi radialis muscle tendon (body structure)
19528004,Structure of extensor carpi radialis muscle tendon sheath (body structure)
83352005,Structure of extensor carpi ulnaris muscle tendon (body structure)
27118005,Structure of extensor carpi ulnaris muscle tendon sheath (body structure)
118515002,Structure of extensor compartment of forearm (body structure)
410767001,Structure of extensor compartment of thigh (body structure)
74855001,Structure of extensor digiti minimi muscle tendon (body structure)
74655004,Structure of extensor digiti minimi muscle tendon sheath (body structure)
368319007,Structure of extensor digitorum and extensor indicis muscle tendon (body structure)
368369004,Structure of extensor digitorum and extensor indicis muscle tendon sheath (body structure)
87720008,Structure of extensor digitorum brevis muscle of foot (body structure)
20497005,Structure of extensor digitorum longus muscle of foot (body structure)
50176000,Structure of extensor digitorum muscle of hand (body structure)
51120000,Structure of extensor digitorum pedis longus muscle tendon (body structure)
85022009,Structure of extensor digitorum pedis longus muscle tendon sheath (body structure)
38702002,Structure of extensor hallucis brevis muscle (body structure)
86539008,Structure of extensor hallucis longus muscle tendon (body structure)
87775001,Structure of extensor hallucis longus muscle tendon sheath (body structure)
23250006,Structure of extensor indicis muscle (body structure)
423512000,Structure of extensor muscle of forearm (body structure)
38259003,Structure of extensor pollicis brevis muscle (body structure)
40717002,Structure of extensor pollicis longus muscle tendon (body structure)
25509000,Structure of extensor pollicis longus muscle tendon sheath (body structure)
58948005,Structure of extensor tendon (body structure)
240570008,Structure of extensor tendon and tendon sheath of fifth toe (body structure)
240505004,Structure of extensor tendon and tendon sheath of fourth toe (body structure)
240260005,Structure of extensor tendon and tendon sheath of great toe (body structure)
240347001,Structure of extensor tendon and tendon sheath of second toe (body structure)
240430003,Structure of extensor tendon and tendon sheath of third toe (body structure)
240176006,Structure of extensor tendon and tendon sheath of toe (body structure)
368381000,Structure of extensor tendon of finger (body structure)
415638009,Structure of extensor tendon of foot (body structure)
76086009,Structure of extensor tendon of index finger (body structure)
10972000,Structure of extensor tendon of little finger (body structure)
49685001,Structure of extensor tendon of middle finger (body structure)
13675000,Structure of extensor tendon of ring finger (body structure)
368374007,Structure of extensor tendon of thumb (body structure)
67283004,Structure of external auditory canal opening (body structure)
56190005,Structure of external axis of eyeball (body structure)
82557006,Structure of external carotid nerve (body structure)
52862007,Structure of external gingival lamina dura (body structure)
283292008,Structure of external iliac arteries and other branches of abdominal aorta (body structure)
113269004,Structure of external iliac artery (body structure)
65349008,Structure of external iliac lymph node (body structure)
63507001,Structure of external iliac vein (body structure)
12039005,Structure of external intercostal membrane (body structure)
53967007,Structure of external intercostal muscle (body structure)
71585003,Structure of external jugular vein (body structure)
76710003,Structure of external limiting membrane of retina (body structure)
421988007,Structure of external mammary lymph node (body structure)
36768007,Structure of external medullary lamina of thalamus (body structure)
38387009,Structure of external nasal branch anterior ethmoidal nerve (body structure)
47160001,Structure of external nasal vein (body structure)
61918000,Structure of external occipital protuberance (body structure)
153016005,Structure of external palatine vein (body structure)
36610000,Structure of external part of cartilaginous portion of auditory canal (body structure)
51463007,Structure of external pudendal artery (body structure)
295876006,Structure of external pudendal vein (body structure)
78497008,Structure of external sheath of optic nerve (body structure)
68317007,Structure of external spermatic fascia (body structure)
250639000,Structure of external sphincter of urinary bladder (body structure)
34683007,Structure of external surface of sclera (body structure)
68330008,Structure of external vertebral venous plexus (body structure)
27474005,Structure of extracapsular ligament (body structure)
72392006,Structure of extraembryonic mesoblast (body structure)
65611003,Structure of extrahepatic part of main portal vein (body structure)
67833000,Structure of extraocular muscle (body structure)
83137009,Structure of extraperitoneal space (body structure)
363537007,Structure of extrapulmonary lymph node of lung (body structure)
84013004,Structure of extreme capsule (body structure)
57062002,Structure of extrinsic auricular muscles (body structure)
80478001,Structure of extrinsic larynx (body structure)
118644005,Structure of extrinsic muscle of tongue (body structure)
81745001,Structure of eye proper (body structure)
85803001,Structure of eyelash (body structure)
368785007,Structure of eyelashes (body structure)
51457003,Structure of fabella (body structure)
28310008,Structure of facet for costal cartilage of sternum (body structure)
367900006,Structure of facet for fifth costal cartilage of sternum (body structure)
367896008,Structure of facet for first costal cartilage of sternum (body structure)
367899001,Structure of facet for fourth costal cartilage of sternum (body structure)
367897004,Structure of facet for second costal cartilage of sternum (body structure)
367902003,Structure of facet for seventh costal cartilage of sternum (body structure)
367901005,Structure of facet for sixth costal cartilage of sternum (body structure)
367898009,Structure of facet for third costal cartilage of sternum (body structure)
427091002,Structure of facet joint of cervical spine (body structure)
428001008,Structure of facet joint of lumbar spine (body structure)
428132006,Structure of facet joint of thoracic spine (body structure)
23074001,Structure of facial artery (body structure)
48918001,Structure of facial lymph node (body structure)
31173005,Structure of facial nerve marginal mandibular branch (body structure)
2920002,Structure of facial nerve motor branch (body structure)
6110005,Structure of facial nerve parasympathetic fibers (body structure)
70662004,Structure of facial vein (body structure)
10957004,Structure of falciform margin of saphenous opening (body structure)
90046002,Structure of fallopian tube lumen (body structure)
7149004,Structure of false rib (body structure)
81084000,Structure of falx cerebelli (body structure)
80401008,Structure of falx cerebri (body structure)
318044007,Structure of falx inguinalis (body structure)
84820005,Structure of fascia (body structure)
23744002,Structure of fascia of abdomen (body structure)
410774006,Structure of fascia of fascial compartment (body structure)
31180007,Structure of fascia of finger (body structure)
30882006,Structure of fascia of foot and toe (body structure)
113247006,"Structure of fascia of forearm, hand and finger (body structure)"
72276004,"Structure of fascia of head, orbit AND/OR neck (body structure)"
33226003,Structure of fascia of lower extremity (body structure)
410773000,Structure of fascia of lower leg (body structure)
410805001,Structure of fascia of lower limb fascial compartment (body structure)
72291002,Structure of fascia of rectus abdominis muscle (body structure)
72666007,Structure of fascia of trunk (body structure)
9813009,Structure of fascia of upper extremity (body structure)
410804002,Structure of fascia of upper limb fascial compartment (body structure)
118509002,Structure of fascial compartment (body structure)
410760004,Structure of fascial compartment of limb (body structure)
77011004,Structure of fascial sheath of eyeball (body structure)
11449002,Structure of fasciculus cuneatus (body structure)
14629002,Structure of fasciculus gracilis (body structure)
48879003,Structure of fasciculus interfascicularis (body structure)
50860006,Structure of fasciculus septomarginalis (body structure)
44928001,Structure of fasciolar gyrus (body structure)
62796005,Structure of fastigiobulbar projection (body structure)
87198002,Structure of fat pad of ischiorectal fossa (body structure)
32301002,Structure of fatty capsule of kidney (body structure)
89749009,Structure of fatty tissue of breast (body structure)
279493001,Structure of female bladder neck (body structure)
7657000,Structure of femoral artery (body structure)
113275008,Structure of femoral circumflex vein (body structure)
73289002,Structure of femoral fossa (body structure)
113319005,Structure of femoral nerve (body structure)
37252005,Structure of femoral nerve anterior cutaneous branches (body structure)
6720005,Structure of femoral nerve lateral muscular branches (body structure)
34109009,Structure of femoral plexus (body structure)
60285008,Structure of femoral ring (body structure)
35826009,Structure of femoral septum (body structure)
129159008,Structure of femorotibial joint (body structure)
421235005,Structure of femur (body structure)
38456008,Structure of fetal abdomen contents (body structure)
6326002,Structure of fetal atloid articulation (body structure)
95944004,Structure of fetal bone of head (body structure)
95953006,Structure of fetal bone of thoracic cage (body structure)
61713001,Structure of fetal bregma (body structure)
32242001,Structure of fetal brow (body structure)
20787000,Structure of fetal cephalic prominence (body structure)
35104005,Structure of fetal chest contents (body structure)
95942000,Structure of fetal chondrification center (body structure)
809008,Structure of fetal chondrocranium (body structure)
14709007,Structure of fetal cranial vault (body structure)
58517005,Structure of fetal lower extremities (body structure)
60974001,Structure of fetal occiput (body structure)
28377002,Structure of fetal ossification center (body structure)
29631009,Structure of fetal parietal boss (body structure)
107008,Structure of fetal part of placenta (body structure)
70875002,Structure of fetal provisional adrenal cortex (body structure)
33658000,Structure of fetal pupillary membrane (body structure)
20859003,Structure of fetal spaces (body structure)
367787001,Structure of fetal sternum (body structure)
74894000,Structure of fetal tunica vasculosa lentis (body structure)
90909003,Structure of fetal upper extremities (body structure)
95943005,Structure of fetal uterus (body structure)
95956003,Structure of fetal vertebral column (body structure)
26256005,Structure of fetal vertex (body structure)
297093009,Structure of fetus stage 10 (body structure)
367620005,Structure of fetus under 500gms (body structure)
15827006,Structure of fibroadipose stroma of parathyroid gland (body structure)
48977002,Structure of fibrocartilaginous anulus of tympanic membrane (body structure)
55026002,Structure of fibroelastic coat of spleen (body structure)
12892004,Structure of fibroelastic membrane of larynx (body structure)
47658004,Structure of fibrous capsule of kidney (body structure)
1012000,Structure of fibrous portion of pericardium (body structure)
63401003,Structure of fibrous sheath of finger (body structure)
36080006,Structure of fibrous sheath of toe (body structure)
86771003,Structure of fibrous tendon sheath (body structure)
74552007,Structure of fibrous trigone of heart (body structure)
340569006,Structure of fibrous type vein (body structure)
31171007,Structure of fibular lymph node (body structure)
28221001,Structure of fibular nutrient artery (body structure)
91703001,Structure of fifth aortic arch (body structure)
28764009,Structure of fifth costal cartilage (body structure)
368513009,Structure of fifth dorsal metacarpal artery (body structure)
117137004,Structure of fifth intercostal space (body structure)
339755002,Structure of fifth left aortic arch (body structure)
397411003,Structure of fifth lumbar artery (body structure)
3956007,Structure of fifth metatarsal articular facet of fourth metatarsal bone (body structure)
43051005,Structure of fifth metatarsal facet of cuboid bone (body structure)
280037008,Structure of fifth metatarsal proximal apophysis (body structure)
339653003,Structure of fifth right aortic arch (body structure)
21452006,Structure of fifth sacral vertebra (body structure)
39680008,Structure of fila radicularia of spinal nerve (body structure)
368730008,Structure of filiform papillae of tongue (body structure)
35465000,Structure of filum terminale externum (body structure)
25908000,Structure of filum terminale internum (body structure)
22675007,Structure of fimbria of fallopian tube (body structure)
19015001,Structure of fimbria of hippocampus (body structure)
18593006,Structure of fimbriodentate sulcus (body structure)
55362009,Structure of first aortic arch (body structure)
55293007,Structure of first coccygeal vertebra (body structure)
47057005,Structure of first costal cartilage (body structure)
13276005,Structure of first cuneiform articular facet of first metatarsal bone (body structure)
64758008,Structure of first cuneiform articular facet of second metatarsal bone (body structure)
19862009,Structure of first cuneiform facet of intermediate cuneiform bone (body structure)
84710008,Structure of first cuneiform facet of navicular bone of foot (body structure)
91750005,Structure of first diagonal branch of anterior descending branch of left coronary artery (body structure)
368509002,Structure of first dorsal metacarpal artery (body structure)
117133000,Structure of first intercostal space (body structure)
338943006,Structure of first left aortic arch (body structure)
421354007,Structure of first left lumbar vein (body structure)
91757008,Structure of first left posterolateral branch of circumflex branch of left coronary artery (body structure)
397407009,Structure of first lumbar artery (body structure)
75690002,Structure of first metatarsal articular facet of second metatarsal bone (body structure)
2397002,Structure of first metatarsal facet of medial cuneiform bone (body structure)
422371005,Structure of first molar tooth (body structure)
91754001,Structure of first obtuse marginal branch of circumflex branch of left coronary artery (body structure)
11122009,Structure of first phalangeal articular facet of first metatarsal bone (body structure)
90995004,Structure of first pharyngeal pouch (body structure)
367768007,Structure of first posterior intercostal artery (body structure)
422367007,Structure of first premolar tooth (body structure)
338840008,Structure of first right aortic arch (body structure)
420575006,Structure of first right lumbar vein (body structure)
91761002,Structure of first right posterolateral branch of the posterior descending branch of right coronary artery (body structure)
68059001,Structure of first right ventricular branch of right coronary artery (body structure)
65985001,Structure of first sacral vertebra (body structure)
91749005,Structure of first septal perforator branch of anterior descending branch of left coronary artery (body structure)
420984000,Structure of first web space of foot (body structure)
65010001,Structure of fissura antitragohelicina (body structure)
39182001,Structure of fissure of round ligament of liver (body structure)
55228006,Structure of fissure of Sylvius (body structure)
73220000,Structure of flat bone (body structure)
23220003,Structure of Fleischmann's bursa (body structure)
15862001,Structure of flexor carpi radialis muscle tendon (body structure)
17336002,Structure of flexor carpi radialis muscle tendon sheath (body structure)
410786009,Structure of flexor carpi ulnaris muscle tendon sheath (body structure)
118514003,Structure of flexor compartment of forearm (body structure)
410768006,Structure of flexor compartment of thigh (body structure)
30741001,Structure of flexor digiti minimi brevis muscle of foot (body structure)
90647005,Structure of flexor digiti minimi brevis muscle of hand (body structure)
52924005,Structure of flexor digitorum muscle of hand (body structure)
15243009,Structure of flexor digitorum pedis longus muscle tendon (body structure)
89969009,Structure of flexor digitorum pedis longus muscle tendon sheath (body structure)
423541009,Structure of flexor digitorum profundus muscle of hand (body structure)
89895007,Structure of flexor digitorum superficialis muscle of hand (body structure)
410787000,Structure of flexor digitorum tendon sheath (body structure)
22861002,Structure of flexor hallucis brevis muscle (body structure)
89110001,Structure of flexor hallucis longus muscle tendon (body structure)
28969009,Structure of flexor hallucis longus muscle tendon sheath (body structure)
423127008,Structure of flexor muscle of forearm (body structure)
2600000,Structure of flexor pollicis longus muscle tendon (body structure)
24367005,Structure of flexor pollicis longus muscle tendon sheath (body structure)
77685001,Structure of flexor tendon (body structure)
225107007,Structure of flexor tendon and tendon sheath of fifth toe (body structure)
224836002,Structure of flexor tendon and tendon sheath of fourth toe (body structure)
223734002,Structure of flexor tendon and tendon sheath of great toe (body structure)
224240000,Structure of flexor tendon and tendon sheath of second toe (body structure)
224539003,Structure of flexor tendon and tendon sheath of third toe (body structure)
240094002,Structure of flexor tendon and tendon sheath of toe (body structure)
87461007,Structure of flexor tendon of fifth finger (body structure)
368380004,Structure of flexor tendon of finger (body structure)
118651001,Structure of flexor tendon of foot (body structure)
77088003,Structure of flexor tendon of fourth finger (body structure)
11757000,Structure of flexor tendon of knee joint (body structure)
13055008,Structure of flexor tendon of second finger (body structure)
17390005,Structure of flexor tendon of third finger (body structure)
368372006,Structure of flexor tendon of thumb (body structure)
410788005,"Structure of flexor tendon sheath of forearm, wrist, hand (body structure)"
66340003,Structure of floating rib (body structure)
77766005,Structure of flocculus peduncle (body structure)
49611000,Structure of floor of tympanic cavity (body structure)
77724009,Structure of fold for incus (body structure)
2726002,Structure of fold for stapes (body structure)
28497006,Structure of fold of chorda tympani (body structure)
19332006,Structure of fold of laryngeal nerve (body structure)
60692007,Structure of foliate papillae of tongue (body structure)
54833005,Structure of Fontana's spaces (body structure)
79361005,Structure of fontanel of skull (body structure)
39593008,Structure of foot of hippocampus (body structure)
