code,display,system
294337008,Hydroxyethylcellulose allergy,http://snomed.info/sct
294339006,Carmellose allergy,http://snomed.info/sct
294340008,Antifungal drug allergy,http://snomed.info/sct
294341007,Flucytosine allergy,http://snomed.info/sct
294342000,Terbinafine allergy,http://snomed.info/sct
294343005,Nitrophenol allergy,http://snomed.info/sct
294344004,Tolnaftate allergy,http://snomed.info/sct
294346002,Amorolfine allergy,http://snomed.info/sct
294348001,Griseofulvin allergy,http://snomed.info/sct
294349009,Amphotericin allergy,http://snomed.info/sct
294350009,Natamycin allergy,http://snomed.info/sct
294351008,Nystatin allergy,http://snomed.info/sct
294352001,Azole antifungal allergy,http://snomed.info/sct
294354000,Undecenoates allergy,http://snomed.info/sct
294355004,Imidazole antifungal allergy,http://snomed.info/sct
294356003,Clotrimazole allergy,http://snomed.info/sct
294357007,Fenticonazole allergy,http://snomed.info/sct
294358002,Tioconazole allergy,http://snomed.info/sct
294359005,Econazole allergy,http://snomed.info/sct
294360000,Isoconazole allergy,http://snomed.info/sct
294361001,Sulconazole allergy,http://snomed.info/sct
294362008,Ketoconazole allergy,http://snomed.info/sct
294363003,Miconazole allergy,http://snomed.info/sct
294364009,Triazole antifungals allergy,http://snomed.info/sct
294365005,Fluconazole allergy,http://snomed.info/sct
294366006,Itraconazole allergy,http://snomed.info/sct
294367002,Antiviral drug allergy,http://snomed.info/sct
294368007,Inosine pranobex allergy,http://snomed.info/sct
294369004,Zidovudine allergy,http://snomed.info/sct
294370003,Ganciclovir allergy,http://snomed.info/sct
294371004,Famciclovir allergy,http://snomed.info/sct
294372006,Didanosine allergy,http://snomed.info/sct
294373001,Zalcitabine allergy,http://snomed.info/sct
294374007,Valaciclovir allergy,http://snomed.info/sct
294375008,Interferons allergy,http://snomed.info/sct
294376009,Human interferon gamma-1b allergy,http://snomed.info/sct
294377000,Interferon-A-2a allergy,http://snomed.info/sct
294378005,Interferon-A-2b allergy,http://snomed.info/sct
294379002,Interferon-A-N1 allergy,http://snomed.info/sct
294380004,Ribavirin allergy,http://snomed.info/sct
294381000,Trifluorothymidine allergy,http://snomed.info/sct
294382007,Foscarnet allergy,http://snomed.info/sct
294383002,Vidarabine allergy,http://snomed.info/sct
294384008,Aciclovir allergy,http://snomed.info/sct
294385009,Idoxuridine allergy,http://snomed.info/sct
294386005,Idoxuridine in dimethylsulfoxide allergy,http://snomed.info/sct
294387001,Antimalarial drug allergy,http://snomed.info/sct
294388006,Pyrimethamine allergy,http://snomed.info/sct
294389003,Aminoquinoline antimalarial allergy,http://snomed.info/sct
294390007,Amodiaquine allergy,http://snomed.info/sct
294391006,Primaquine allergy,http://snomed.info/sct
294392004,Mefloquine allergy,http://snomed.info/sct
294393009,Hydroxychloroquine allergy,http://snomed.info/sct
294394003,Chloroquine allergy,http://snomed.info/sct
294395002,Biguanide antimalarial allergy,http://snomed.info/sct
294396001,Proguanil allergy,http://snomed.info/sct
294397005,Cinchona antimalarial allergy,http://snomed.info/sct
294398000,Quinine allergy,http://snomed.info/sct
294399008,Halofantrine allergy,http://snomed.info/sct
294400001,Mepacrine allergy,http://snomed.info/sct
294401002,Lactobacill acidophil vaccine allergy,http://snomed.info/sct
294402009,Anti-infective nasal preparations allergy,http://snomed.info/sct
294403004,Disinfectants and cleansers allergy,http://snomed.info/sct
294404005,Acetic acid allergy,http://snomed.info/sct
294405006,Hydrargaphen allergy,http://snomed.info/sct
294406007,Polynoxylin allergy,http://snomed.info/sct
294407003,Hexetidine allergy,http://snomed.info/sct
294408008,Sodium perborate allergy,http://snomed.info/sct
294409000,Chlorinated solutions allergy,http://snomed.info/sct
294410005,Potassium permanganate allergy,http://snomed.info/sct
294411009,Bismuth subnitrate and iodoform paste impregnated gauze allergy,http://snomed.info/sct
294412002,Phenolics allergy,http://snomed.info/sct
294413007,Thymol allergy,http://snomed.info/sct
294414001,Chlorinated phenol disinfectant allergy,http://snomed.info/sct
294415000,Chloroxylenol allergy,http://snomed.info/sct
294416004,Hexachlorophene allergy,http://snomed.info/sct
294417008,Triclosan allergy,http://snomed.info/sct
294418003,Phenol allergy,http://snomed.info/sct
294419006,Alcoholic disinfectant allergy,http://snomed.info/sct
294420000,Alcohol products allergy,http://snomed.info/sct
294421001,Industrial methylated spirit allergy,http://snomed.info/sct
294422008,Aldehyde disinfectant allergy,http://snomed.info/sct
294423003,Glutaraldehyde allergy,http://snomed.info/sct
294425005,Noxythiolin allergy,http://snomed.info/sct
294426006,Formaldehyde allergy,http://snomed.info/sct
294427002,Amidine disinfectant allergy,http://snomed.info/sct
294428007,Propamidine isethionate allergy,http://snomed.info/sct
294429004,Dibrompropamidine isethionate allergy,http://snomed.info/sct
294430009,Biguanide disinfectant allergy,http://snomed.info/sct
294431008,Chlorhexidine allergy,http://snomed.info/sct
294432001,Chlorhexidine hydrochloride and neomycin sulfate allergy,http://snomed.info/sct
294433006,Borate allergy,http://snomed.info/sct
294434000,Boric acid allergy,http://snomed.info/sct
294435004,Cationic surfactant allergy,http://snomed.info/sct
294436003,Quaternary ammonium surfactant allergy,http://snomed.info/sct
294437007,Cetrimide allergy,http://snomed.info/sct
294438002,Benzalkonium allergy,http://snomed.info/sct
294439005,Domiphen allergy,http://snomed.info/sct
294440007,Quaternary pyridinium surfactant allergy,http://snomed.info/sct
294441006,Cetylpyridinium allergy,http://snomed.info/sct
294442004,Quaternary quinolinium surfactant allergy,http://snomed.info/sct
294443009,Dequalinium allergy,http://snomed.info/sct
294444003,Disinfectant dye allergy,http://snomed.info/sct
294445002,Acridine azo disinfectant dye allergy,http://snomed.info/sct
294446001,Triphenylmethane azo disinfectant dye allergy,http://snomed.info/sct
294447005,Crystal violet allergy,http://snomed.info/sct
294448000,Brilliant green allergy,http://snomed.info/sct
294449008,Hydrogen peroxide allergy,http://snomed.info/sct
294450008,Anthelmintics allergy,http://snomed.info/sct
294451007,Piperazine allergy,http://snomed.info/sct
294452000,Pyrantel allergy,http://snomed.info/sct
294453005,Niclosamide allergy,http://snomed.info/sct
294455003,Bephenium allergy,http://snomed.info/sct
294456002,Diethylcarbamazine allergy,http://snomed.info/sct
294457006,Benzimidazole anthelmintic allergy,http://snomed.info/sct
294458001,Mebendazole allergy,http://snomed.info/sct
294459009,Albendazole allergy,http://snomed.info/sct
294460004,Tiabendazole allergy,http://snomed.info/sct
294461000,Antibacterial drug allergy,http://snomed.info/sct
294462007,Aminoglycosides allergy,http://snomed.info/sct
294463002,Amikacin allergy,http://snomed.info/sct
294464008,Kanamycin allergy,http://snomed.info/sct
294465009,Netilmicin allergy,http://snomed.info/sct
294466005,Streptomycin allergy,http://snomed.info/sct
294467001,Framycetin allergy,http://snomed.info/sct
294468006,Neomycin allergy,http://snomed.info/sct
294469003,Gentamicin allergy,http://snomed.info/sct
294470002,Tobramycin allergy,http://snomed.info/sct
294471003,Clarithromycin allergy,http://snomed.info/sct
294472005,Azithromycin allergy,http://snomed.info/sct
294473000,Sodium fusidate allergy,http://snomed.info/sct
294474006,Spectinomycin allergy,http://snomed.info/sct
294475007,Vancomycin allergy,http://snomed.info/sct
294476008,Teicoplanin allergy,http://snomed.info/sct
294477004,Trimethoprim allergy,http://snomed.info/sct
294478009,Nitrofurantoin allergy,http://snomed.info/sct
294479001,Methenamine hippurate allergy,http://snomed.info/sct
294480003,Mupirocin allergy,http://snomed.info/sct
294481004,Nitrofurazone allergy,http://snomed.info/sct
294482006,Fusidic acid allergy,http://snomed.info/sct
294483001,4-quinolones allergy,http://snomed.info/sct
294484007,Acrosoxacin allergy,http://snomed.info/sct
294485008,Cinoxacin allergy,http://snomed.info/sct
294486009,Nalidixic acid allergy,http://snomed.info/sct
294487000,Ciprofloxacin allergy,http://snomed.info/sct
294488005,Enoxacin allergy,http://snomed.info/sct
294489002,Ofloxacin allergy,http://snomed.info/sct
294490006,Norfloxacin allergy,http://snomed.info/sct
294491005,Temafloxacin allergy,http://snomed.info/sct
294492003,Penicillinase-sensitive penicillins allergy,http://snomed.info/sct
294494002,Benethamine penicillin allergy,http://snomed.info/sct
294495001,Benzathine penicillin allergy,http://snomed.info/sct
294496000,Phenethicillin allergy,http://snomed.info/sct
294497009,Phenoxymethylpenicillin allergy,http://snomed.info/sct
294498004,Procaine benzylpenicillin allergy,http://snomed.info/sct
294499007,Benzylpenicillin allergy,http://snomed.info/sct
294500003,Penicillinase-resistant penicillins allergy,http://snomed.info/sct
294501004,Cloxacillin allergy,http://snomed.info/sct
294502006,Flucloxacillin allergy,http://snomed.info/sct
294503001,Methicillin allergy,http://snomed.info/sct
294504007,Broad spectrum penicillins allergy,http://snomed.info/sct
294505008,Amoxicillin allergy,http://snomed.info/sct
294506009,Ampicillin allergy,http://snomed.info/sct
294507000,Ciclacillin allergy,http://snomed.info/sct
294508005,Mezlocillin allergy,http://snomed.info/sct
294509002,Pivampicillin allergy,http://snomed.info/sct
294510007,Carbenicillin allergy,http://snomed.info/sct
294511006,Bacampicillin allergy,http://snomed.info/sct
294512004,Talampicillin allergy,http://snomed.info/sct
294513009,Antipseudomonal penicillins allergy,http://snomed.info/sct
294514003,Temocillin allergy,http://snomed.info/sct
294515002,Piperacillin allergy,http://snomed.info/sct
294516001,Azlocillin allergy,http://snomed.info/sct
294517005,Ticarcillin allergy,http://snomed.info/sct
294518000,Carfecillin allergy,http://snomed.info/sct
294519008,Mecillinam allergy,http://snomed.info/sct
294520002,Pivmecillinam allergy,http://snomed.info/sct
294521003,Combined penicillin preparation allergy,http://snomed.info/sct
294522005,Ampicillin and cloxacillin allergy,http://snomed.info/sct
294523000,Amoxicillin + clavulanate potassium allergy,http://snomed.info/sct
294524006,Ampicillin + floxacillin allergy,http://snomed.info/sct
294525007,Piperacillin and tazobactam allergy,http://snomed.info/sct
294526008,Pivampicillin and pivmecillinam allergy,http://snomed.info/sct
294527004,Ticarcillin and clavulanic acid allergy,http://snomed.info/sct
294528009,Polymyxins allergy,http://snomed.info/sct
294529001,Colistin allergy,http://snomed.info/sct
294530006,Polymyxin B allergy,http://snomed.info/sct
294531005,Carbapenem allergy,http://snomed.info/sct
294532003,Cephalosporin allergy,http://snomed.info/sct
294533008,First generation cephalosporin allergy,http://snomed.info/sct
294534002,Cefadroxil allergy,http://snomed.info/sct
294535001,Cefalexin allergy,http://snomed.info/sct
294536000,Cephalothin allergy,http://snomed.info/sct
294537009,Cefazolin allergy,http://snomed.info/sct
294538004,Cefradine allergy,http://snomed.info/sct
294539007,Latamoxef allergy,http://snomed.info/sct
294540009,Second generation cephalosporin allergy,http://snomed.info/sct
294541008,Cefaclor allergy,http://snomed.info/sct
294542001,Cefuroxime allergy,http://snomed.info/sct
294543006,Cephamandole allergy,http://snomed.info/sct
294544000,Third generation cephalosporin allergy,http://snomed.info/sct
294545004,Cefotaxime allergy,http://snomed.info/sct
294546003,Ceftazidime allergy,http://snomed.info/sct
294547007,Ceftizoxime allergy,http://snomed.info/sct
294548002,Cefixime allergy,http://snomed.info/sct
294549005,Cefodizime allergy,http://snomed.info/sct
294550005,Cefpodoxime allergy,http://snomed.info/sct
294551009,Ceftriaxone allergy,http://snomed.info/sct
294552002,Ceftibuten allergy,http://snomed.info/sct
294554001,Cefsulodin allergy,http://snomed.info/sct
294555000,Fourth generation cephalosporin allergy,http://snomed.info/sct
294556004,Cefpirome allergy,http://snomed.info/sct
294557008,Cephamycin allergy,http://snomed.info/sct
294558003,Cefoxitin allergy,http://snomed.info/sct
294559006,Fosfomycin allergy,http://snomed.info/sct
294560001,Lincomycin and derivatives allergy,http://snomed.info/sct
294561002,Clindamycin allergy,http://snomed.info/sct
294562009,Lincomycin allergy,http://snomed.info/sct
294563004,Mandelic acid allergy,http://snomed.info/sct
294564005,Monobactam allergy,http://snomed.info/sct
294565006,Aztreonam allergy,http://snomed.info/sct
294566007,Nitroimidazole allergy,http://snomed.info/sct
294567003,Metronidazole allergy,http://snomed.info/sct
294568008,Tinidazole allergy,http://snomed.info/sct
294569000,Nimorazole allergy,http://snomed.info/sct
294570004,Calcium sulfaloxate allergy,http://snomed.info/sct
294571000,Phthalylsulfathiazole allergy,http://snomed.info/sct
294572007,Sulfametopyrazine allergy,http://snomed.info/sct
294573002,Sulfadiazine allergy,http://snomed.info/sct
294574008,Sulfadimethoxine allergy,http://snomed.info/sct
294575009,Sulfadimidine allergy,http://snomed.info/sct
294576005,Sulfafurazole allergy,http://snomed.info/sct
294577001,Sulfaguanidine allergy,http://snomed.info/sct
294578006,Sulfaurea allergy,http://snomed.info/sct
294579003,Mafenide allergy,http://snomed.info/sct
294580000,Silver sulfadiazine allergy,http://snomed.info/sct
294581001,Combined sulfonamides allergy,http://snomed.info/sct
303300008,Egg protein,http://snomed.info/sct
303314008,Scorpion venom,http://snomed.info/sct
303315009,Spider venom,http://snomed.info/sct
303960004,Medicinal product acting as thrombolytic,http://snomed.info/sct
312064005,Hypoglycemic agent,http://snomed.info/sct
318641000,Vasodilator antihypertensive drugs,http://snomed.info/sct
319206000,Product containing lidoflazine,http://snomed.info/sct
319299000,Product containing lacidipine,http://snomed.info/sct
319318006,Product containing mibefradil,http://snomed.info/sct
320835005,Pollen allergy preparations,http://snomed.info/sct
320917000,Oxygen gas,http://snomed.info/sct
325781003,Product containing pituitary follicle stimulating hormone,http://snomed.info/sct
326303007,Lactobacill acidophil vaccine,http://snomed.info/sct
330888007,Product containing rose bengal,http://snomed.info/sct
333521006,Anthrax vaccine,http://snomed.info/sct
333522004,Anthrax vaccine injection solution 0.5mL ampule,http://snomed.info/sct
333549004,Adsorbed diphtheria+tetanus vaccine injection suspension 0.5mL prefilled syringe,http://snomed.info/sct
333568001,Hepatitis B vaccine 10micrograms/mL injection suspension 1mL vial,http://snomed.info/sct
333569009,Hepatitis B vaccine 10micrograms/mL injection suspension 1mL prefilled syringe,http://snomed.info/sct
333573007,Hepatitis B vaccine 40micrograms/mL injection suspension 1ml vial,http://snomed.info/sct
333598008,Pneumococcal vaccine,http://snomed.info/sct
333603000,Poliomyelitis inactivated vaccine injection,http://snomed.info/sct
333606008,Rabies vaccine,http://snomed.info/sct
333607004,Rabies inactivated vaccine powder and solvent for injection solution vial,http://snomed.info/sct
333620001,Smallpox vaccine injection solution vial,http://snomed.info/sct
333621002,Tetanus vaccine,http://snomed.info/sct
333641007,Adsorbed tetanus vaccine injection solution prefilled syringe,http://snomed.info/sct
333652001,Yellow fever live vaccine injection solution vial,http://snomed.info/sct
333668007,Meningococcal C conjugate vaccine injection solution prefilled syringe,http://snomed.info/sct
333669004,Meningococcal C conjugate vaccine powder and solvent for injection solution vial,http://snomed.info/sct
333670003,Meningococcal C conjugate vaccine injection solution vial,http://snomed.info/sct
333680004,Haemophilus influenzae Type b vaccine,http://snomed.info/sct
333691006,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial+prefilled syringe,http://snomed.info/sct
333693009,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine prefilled syringe,http://snomed.info/sct
333696001,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial,http://snomed.info/sct
333697005,Japanese B encephalitis vaccine,http://snomed.info/sct
333698000,Japanese B encephalitis vaccine powder and solvent for injection solution vial,http://snomed.info/sct
333699008,Tick-borne encephalitis vaccine,http://snomed.info/sct
333700009,Tick-borne encephalitis vaccine injection solution prefilled syringe,http://snomed.info/sct
333702001,Hepatitis A+B vaccine,http://snomed.info/sct
333707007,Hepatitis A+typhoid vaccine,http://snomed.info/sct
333708002,Hepatitis A 1440u//typhoid 25mcg vaccine injection solution 1mL prefilled syringe,http://snomed.info/sct
346313005,Allergen extract vaccine,http://snomed.info/sct
346322006,Product containing anion exchange resin,http://snomed.info/sct
346364006,Cat allergy vaccine,http://snomed.info/sct
346402006,Diphtheria single antigen vaccine,http://snomed.info/sct
346405008,Dog allergy vaccine,http://snomed.info/sct
346441008,Product containing fish derived omega 3 fatty acid,http://snomed.info/sct
346467003,Horse dander allergy vaccine,http://snomed.info/sct
346468008,House dust allergy vaccine,http://snomed.info/sct
346469000,House mite allergy vaccine,http://snomed.info/sct
346524008,Influenza split virion vaccine,http://snomed.info/sct
346525009,Inactivated Influenza surface antigen sub-unit vaccine,http://snomed.info/sct
346553009,Product containing lidocaine and prilocaine,http://snomed.info/sct
346639000,Typhoid polysaccharide vaccine,http://snomed.info/sct
346696005,Typhoid live oral vaccine,http://snomed.info/sct
346697001,Typhoid whole cell vaccine,http://snomed.info/sct
346728008,Cat allergy initial kit,http://snomed.info/sct
346729000,Dog allergy initial kit,http://snomed.info/sct
346730005,Grass allergy initial kit,http://snomed.info/sct
346731009,Horse allergy initial kit,http://snomed.info/sct
346733007,House mite allergy initial kit,http://snomed.info/sct
346734001,Timothy grass allergy initial kit,http://snomed.info/sct
346735000,Treemix allergy initial kit,http://snomed.info/sct
346747006,Cat allergy maintenance kit,http://snomed.info/sct
346748001,Dog allergy maintenance kit,http://snomed.info/sct
346750009,Grass allergy maintenance kit,http://snomed.info/sct
346751008,Horse allergy maintenance kit,http://snomed.info/sct
346753006,House mite allergy maintenance kit,http://snomed.info/sct
346754000,Timothy grass allergy maintenance kit,http://snomed.info/sct
346755004,Treemix allergy maintenance kit,http://snomed.info/sct
347647005,Haemophilus influenzae Type b vaccine injection (pdr for recon)+diluent,http://snomed.info/sct
347649008,Measles/mumps/rubella vaccine powder and solvent for injection solution vial,http://snomed.info/sct
347653005,Rubella live vaccine powder and solvent for injection solution vial,http://snomed.info/sct
347659009,Meningococcal polysaccharide vaccine powder and solvent for injection solution vial,http://snomed.info/sct
347664008,Adsorbed tetanus vaccine injection solution ampule,http://snomed.info/sct
348045000,Hepatitis A vaccine injection suspension prefilled syringe,http://snomed.info/sct
348046004,Influenza (split virion) vaccine injection suspension 0.5mL prefilled syringe,http://snomed.info/sct
348047008,Inactivated Influenza surface antigen sub-unit vaccine prefilled syringe,http://snomed.info/sct
348070000,Typhoid polysaccharide vaccine 25micrograms injection suspension 0.5mL prefilled syringe,http://snomed.info/sct
349358000,Radiopharmaceuticals,http://snomed.info/sct
350086004,Product containing fluorescein stain,http://snomed.info/sct
350162003,Product containing amoxicillin in oral dose form,http://snomed.info/sct
350163008,Product containing amoxicillin in parenteral dose form,http://snomed.info/sct
350327004,Diphtheria + tetanus vaccine,http://snomed.info/sct
353842007,Product containing thallium-201,http://snomed.info/sct
353903006,Product containing iopromide,http://snomed.info/sct
353912008,Product containing iothalamate,http://snomed.info/sct
353924001,Product containing ioxaglate,http://snomed.info/sct
353962003,Product containing iodixanol,http://snomed.info/sct
354064008,Product containing methylene blue stain,http://snomed.info/sct
354088005,Product containing gadodiamide,http://snomed.info/sct
354094002,Product containing metrizoate,http://snomed.info/sct
356671000,Product containing iomeprol,http://snomed.info/sct
356862006,Product containing lercanidipine,http://snomed.info/sct
358640003,Silver birch allergy initial kit,http://snomed.info/sct
358641004,Silver birch allergy maintenance kit,http://snomed.info/sct
359068008,Meningococcal C conjugate vaccine,http://snomed.info/sct
370459009,West Nile virus vaccine,http://snomed.info/sct
371952000,Systemic arterial blood,http://snomed.info/sct
371953005,Pulmonary artery blood,http://snomed.info/sct
371954004,Pulmonary vein blood,http://snomed.info/sct
372480009,Substance with macrolide structure and antibacterial mechanism of action,http://snomed.info/sct
372560006,Antiplatelet agent,http://snomed.info/sct
372578001,Plasma expander,http://snomed.info/sct
372580007,Bronchodilator,http://snomed.info/sct
372602008,Metronidazole,http://snomed.info/sct
372603003,Substance with aldosterone receptor antagonist mechanism of action,http://snomed.info/sct
372614000,Sedative,http://snomed.info/sct
372664007,Benzodiazepine,http://snomed.info/sct
372665008,Non-steroidal anti-inflammatory agent,http://snomed.info/sct
372666009,Skeletal muscle relaxant,http://snomed.info/sct
372677003,Lincomycin,http://snomed.info/sct
372681003,Hemostatic agent,http://snomed.info/sct
372682005,Diphenhydramine,http://snomed.info/sct
372693007,Class IV antiarrhythmic agent,http://snomed.info/sct
372695000,Diuretic,http://snomed.info/sct
372700007,Nitrate-based vasodilating agent,http://snomed.info/sct
372703009,Pentobarbital,http://snomed.info/sct
372722000,Substance with quinolone structure and antibacterial mechanism of action,http://snomed.info/sct
372724004,Succinylcholine,http://snomed.info/sct
372733002,Substance with angiotensin-converting enzyme inhibitor mechanism of action,http://snomed.info/sct
372735009,Vancomycin,http://snomed.info/sct
372784001,Papaverine,http://snomed.info/sct
372787008,Vasodilator,http://snomed.info/sct
372788003,Substance with sulfonamide structure and antibacterial mechanism of action,http://snomed.info/sct
372790002,Nondepolarizing agent,http://snomed.info/sct
372798009,Barbiturate,http://snomed.info/sct
372810006,Theophylline,http://snomed.info/sct
372813008,Antiarrhythmic agent,http://snomed.info/sct
372855004,Class III antiarrhythmic agent,http://snomed.info/sct
372862008,Anticoagulant,http://snomed.info/sct
372872006,Bile acid sequestrant antilipemic agent,http://snomed.info/sct
372877000,Heparin,http://snomed.info/sct
372881000,Vasoconstrictor,http://snomed.info/sct
372901004,Secbutabarbital,http://snomed.info/sct
372906009,Substance with benzodiazepine receptor antagonist mechanism of action,http://snomed.info/sct
372913009,Substance with angiotensin II receptor antagonist mechanism of action,http://snomed.info/sct
373206009,Substance with tetracycline structure and antibacterial mechanism of action,http://snomed.info/sct
373219008,Substance with antifungal mechanism of action,http://snomed.info/sct
373246003,Substance with acetylcholine receptor antagonist mechanism of action,http://snomed.info/sct
373250005,Depolarizing agent,http://snomed.info/sct
373254001,Substance with beta adrenergic receptor antagonist mechanism of action,http://snomed.info/sct
373260001,Class I antiarrhythmic agent,http://snomed.info/sct
373262009,Substance with cephalosporin structure and antibacterial mechanism of action,http://snomed.info/sct
373263004,Cardiac adrenergic blocking agent,http://snomed.info/sct
373265006,Analgesic,http://snomed.info/sct
373278006,Class II antiarrhythmic agent,http://snomed.info/sct
373288007,General anesthetic,http://snomed.info/sct
373294004,Low molecular weight heparin,http://snomed.info/sct
373297006,Substance with beta-lactam structure and antibacterial mechanism of action,http://snomed.info/sct
373304005,Substance with calcium channel blocker mechanism of action,http://snomed.info/sct
373337007,Methylphenidate,http://snomed.info/sct
373464007,Ketamine,http://snomed.info/sct
373476007,Midazolam,http://snomed.info/sct
373477003,Local anesthetic,http://snomed.info/sct
373488009,Methohexital,http://snomed.info/sct
373508009,Aminophylline,http://snomed.info/sct
373529000,Morphine,http://snomed.info/sct
373530005,Caloric agent,http://snomed.info/sct
373738000,Pancuronium,http://snomed.info/sct
373746004,Coagulant,http://snomed.info/sct
373780001,Mescaline,http://snomed.info/sct
373869007,Melanoma vaccine,http://snomed.info/sct
375054005,"Tetanus toxoid, adsorbed 20u/mL 0.5mL injection solution ampule",http://snomed.info/sct
375876000,Product containing precisely thyroid hormone 60 milligram/1 each conventional release oral tablet,http://snomed.info/sct
376197009,Product containing precisely thyroid hormone 120 milligram/1 each conventional release oral tablet,http://snomed.info/sct
376198004,Product containing precisely thyroid hormone 180 milligram/1 each conventional release oral tablet,http://snomed.info/sct
376208003,Lyme disease vaccine recombi 6mcg/mL injection solution 5mL ampule,http://snomed.info/sct
376997008,Mumps virus vaccine live injection solution 0.5mL vial,http://snomed.info/sct
377089008,Lyme disease vaccine recombi 60mcg/mL injection solution 0.5mL ampule,http://snomed.info/sct
377428005,Product containing precisely pituitary follicle stimulating hormone 75 unit and pituitary luteinizing hormone 75 unit/1 vial powder for conventional release solution for injection,http://snomed.info/sct
384953001,Medicinal product acting as antidiabetic agent,http://snomed.info/sct
386012008,Measles vaccine,http://snomed.info/sct
386013003,Rubella vaccine,http://snomed.info/sct
386693003,Product containing phenylephrine in ocular dose form,http://snomed.info/sct
386839004,Remifentanil,http://snomed.info/sct
386841003,Desflurane,http://snomed.info/sct
386842005,Sevoflurane,http://snomed.info/sct
386910003,Anastrozole,http://snomed.info/sct
386936005,Azelaic acid,http://snomed.info/sct
387056004,Linezolid,http://snomed.info/sct
387085005,Cocaine,http://snomed.info/sct
387124009,Thromboplastin,http://snomed.info/sct
387146001,Droperidol,http://snomed.info/sct
387150008,Bupivacaine,http://snomed.info/sct
387176008,Enflurane,http://snomed.info/sct
387218008,Etomidate,http://snomed.info/sct
387239001,Methylrosanilinium chloride,http://snomed.info/sct
387258005,Chlorpromazine,http://snomed.info/sct
387264003,Diazepam,http://snomed.info/sct
387286002,Methadone,http://snomed.info/sct
387293003,Dithranol,http://snomed.info/sct
387341002,Diamorphine,http://snomed.info/sct
387358007,Ephedrine,http://snomed.info/sct
387362001,Epinephrine,http://snomed.info/sct
387368002,Isoflurane,http://snomed.info/sct
387398009,Podophyllum resin,http://snomed.info/sct
387423006,Propofol,http://snomed.info/sct
387448009,Thiopental sodium,http://snomed.info/sct
387461009,Digoxin,http://snomed.info/sct
387480006,Lidocaine,http://snomed.info/sct
387521006,Digitalis,http://snomed.info/sct
387560008,Alfentanil,http://snomed.info/sct
391737006,Almond oil,http://snomed.info/sct
392658005,Product containing dofetilide,http://snomed.info/sct
395236007,Product containing fondaparinux,http://snomed.info/sct
395787009,Iobenguane (123-I),http://snomed.info/sct
395789007,Iobenguane (131-I),http://snomed.info/sct
395889004,Streptokinase,http://snomed.info/sct
396017000,Dexamethasone sodium phosphate,http://snomed.info/sct
396457007,"Diphtheria, acellular pertussis, hepatitis B and inactivated polio vaccine",http://snomed.info/sct
398705004,Cannabis,http://snomed.info/sct
400287005,Polyvalent pneumococcal vaccine injection solution 0.5mL syringe,http://snomed.info/sct
400449000,"Measles virus vaccine, live, 0.5mL/vial powder for injection",http://snomed.info/sct
400563009,"Anthrax vaccine, adsorbed injection solution 5mL vial",http://snomed.info/sct
400564003,Influenza virus vaccine trivalent 45mcg/0.5mL injection solution 5mL vial,http://snomed.info/sct
400610005,Product containing bivalirudin,http://snomed.info/sct
400788004,Influenza virus vaccine triv 45mcg/0.5mL injection solution 0.5mL syringe,http://snomed.info/sct
404846007,Product containing gadopentetate dimeglumine,http://snomed.info/sct
406324009,Hepatitis A vaccine injection suspension 0.5 mL prefilled syringe,http://snomed.info/sct
406325005,Hepatitis A vaccine injection suspension 1 mL prefilled syringe,http://snomed.info/sct
406452004,Ferric hexacyanoferrate-II,http://snomed.info/sct
406465008,Food allergen,http://snomed.info/sct
406466009,House dust allergen,http://snomed.info/sct
406470001,Insect allergen,http://snomed.info/sct
406472009,Animal protein and epidermal allergen,http://snomed.info/sct
406473004,Contact allergen,http://snomed.info/sct
406774009,Fish derived omega 3 fatty acid,http://snomed.info/sct
406974003,Peroxidase stain,http://snomed.info/sct
407060002,Pro-brain natriuretic peptide,http://snomed.info/sct
407734006,Product containing tadalafil,http://snomed.info/sct
407737004,Varicella-zoster vaccine,http://snomed.info/sct
407746005,Varicella-zoster live attenuated vaccine,http://snomed.info/sct
407933006,Varicella-zoster live attenuated vaccine injection (pdr for recon)+solvent,http://snomed.info/sct
408752008,Inactivated influenza split virion vaccine,http://snomed.info/sct
409137002,No known history of drug allergy,http://snomed.info/sct
409152009,"Dried smallpox vaccine, calf lymph type 1 vial + diluent 0.25mL syringe",http://snomed.info/sct
409269001,Intranasal influenza live virus vaccine,http://snomed.info/sct
409290009,Echocardiographic contrast media,http://snomed.info/sct
409291008,Product containing perflutren,http://snomed.info/sct
409477004,Product containing gadoversetamide,http://snomed.info/sct
409484007,Product containing ioxilan,http://snomed.info/sct
409568008,Pentavalent botulinum toxoid vaccine,http://snomed.info/sct
409579003,Inactivated whole-cell/recombinant-B-subunit cholera vaccine,http://snomed.info/sct
409580000,CVD 103-HgR live attenuated oral cholera vaccine,http://snomed.info/sct
410652009,Blood product,http://snomed.info/sct
410937004,Oxytocic agent,http://snomed.info/sct
411191007,Drug eluting stent,http://snomed.info/sct
412061001,Blueberries,http://snomed.info/sct
412066006,Pepper,http://snomed.info/sct
412068007,Rye,http://snomed.info/sct
