code,display,system
8313009,RNA-directed DNA polymerase,http://snomed.info/sct
8340009,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase",http://snomed.info/sct
8342001,Brilliant cresyl blue,http://snomed.info/sct
8343006,Blood group antibody Re^a^,http://snomed.info/sct
8348002,Product containing cyclopentolate,http://snomed.info/sct
8354001,Manganese ethylene bis-dithiocarbamate,http://snomed.info/sct
8355000,Hafnium isotope,http://snomed.info/sct
8362009,Anti c,http://snomed.info/sct
8365006,Oil of pennyroyal-European,http://snomed.info/sct
8368008,"Xylan 1,44-beta-xylosidase",http://snomed.info/sct
8376005,Duffy blood group antibody,http://snomed.info/sct
8385005,Acid alpha-glucosidase,http://snomed.info/sct
8397006,Nicotine resin complex,http://snomed.info/sct
8406008,Nitroethane oxidase,http://snomed.info/sct
8429000,Brilliant orange,http://snomed.info/sct
8450009,Lemon grass oil,http://snomed.info/sct
8452001,Blood group antigen Sisson,http://snomed.info/sct
8456003,Methyl ethyl ketone peroxide,http://snomed.info/sct
8460000,Blood group antibody Vg^a^,http://snomed.info/sct
8473001,Homocysteine methyltransferase,http://snomed.info/sct
8474007,Lead oleate,http://snomed.info/sct
8484008,Blood group antigen Mur,http://snomed.info/sct
8485009,"Oncogene protein P210, BCR-ABL",http://snomed.info/sct
8487001,^48^Vanadium,http://snomed.info/sct
8491006,Complement inhibitor,http://snomed.info/sct
8492004,Allantoicase,http://snomed.info/sct
8498000,Short neurotoxin venom,http://snomed.info/sct
8520003,Hemoglobin Machida,http://snomed.info/sct
8525008,^183^Osmium,http://snomed.info/sct
8529002,Urinary protein of low molecular weight,http://snomed.info/sct
8534003,^110^Tin,http://snomed.info/sct
8571001,Vasoconstrictor,http://snomed.info/sct
8578007,Potassium cyanate,http://snomed.info/sct
8612007,Tumor necrosis factor,http://snomed.info/sct
8620009,Oncogene protein TCL6,http://snomed.info/sct
8653004,Rubijervine,http://snomed.info/sct
8660005,Complement component C3c,http://snomed.info/sct
8661009,Replacement preparation,http://snomed.info/sct
8687009,Gum arabic,http://snomed.info/sct
8689007,Kanamycin sulfate,http://snomed.info/sct
8692006,Metamfetamine,http://snomed.info/sct
8696009,Antispasmodic,http://snomed.info/sct
8705006,4-Hydroxybenzoate decarboxylase,http://snomed.info/sct
8731008,Blood group antibody Austin,http://snomed.info/sct
8740007,C3(H20)Bb,http://snomed.info/sct
8761000,Adenylylsulfate kinase,http://snomed.info/sct
8786009,Blood group antigen Wd^a^,http://snomed.info/sct
8795001,Hb F - Hemoglobin F,http://snomed.info/sct
8817004,LH receptor site,http://snomed.info/sct
8818009,Blood group antibody Tri W,http://snomed.info/sct
8822004,Linoleic acid,http://snomed.info/sct
8830003,Nitrate reductase (NAD(P)H),http://snomed.info/sct
8836009,Gallocyanine,http://snomed.info/sct
8844009,Hydroxybutyrate-dimer hydrolase,http://snomed.info/sct
8858006,Strontium nitrate Sr^85^,http://snomed.info/sct
8865003,Graphite,http://snomed.info/sct
8878003,Blood group antigen Evelyn,http://snomed.info/sct
8882001,3-Hydroxybenzoate 6-monooxygenase,http://snomed.info/sct
8886003,Flecainide acetate,http://snomed.info/sct
8908003,Blood group antibody I^T^,http://snomed.info/sct
8914005,Endolymph,http://snomed.info/sct
8926000,Azur B,http://snomed.info/sct
8945009,Phosphopantothenate-cysteine ligase,http://snomed.info/sct
8953001,"2,3-Dihydroxyindole 2,3-dioxygenase",http://snomed.info/sct
8963009,N-Acetylmuramoyl-L-alanine amidase,http://snomed.info/sct
8969008,Bulbourethral secretions,http://snomed.info/sct
8977007,Blood group antibody Tarplee,http://snomed.info/sct
8982000,Oleate hydratase,http://snomed.info/sct
8987006,Cycle-phase specific agent,http://snomed.info/sct
8991001,Ribulokinase,http://snomed.info/sct
9024005,G6PD - Glucose-6-phosphate dehydrogenase,http://snomed.info/sct
9045003,Radon radioisotope,http://snomed.info/sct
9054000,Human leukocyte antigen B15,http://snomed.info/sct
9103003,Retinol fatty-acyltransferase,http://snomed.info/sct
9110009,Mercuric compound,http://snomed.info/sct
9125009,Sempervirine,http://snomed.info/sct
9172009,Blood group antibody Alda,http://snomed.info/sct
9174005,Fibrinogen Poitiers,http://snomed.info/sct
9183000,beta-N-Acetylgalactosaminidase,http://snomed.info/sct
9189001,"CMP-N-acetylneuraminate-lactosylceramide alpha-2,3-sialyltransferase",http://snomed.info/sct
9190005,Product containing tropicamide,http://snomed.info/sct
9195000,Immunoglobulin gene INV allotype,http://snomed.info/sct
9197008,Apiose reductase,http://snomed.info/sct
9205004,Hemoglobin Tarrant,http://snomed.info/sct
9220005,Plant phenol oil,http://snomed.info/sct
9223007,Borneol dehydrogenase,http://snomed.info/sct
9246009,^118^Tellurium,http://snomed.info/sct
9253000,HLA-DRw16 antigen,http://snomed.info/sct
9268004,Butabarbitone,http://snomed.info/sct
9270008,Catecholamine receptor,http://snomed.info/sct
9271007,Fibrinogen Pontoise,http://snomed.info/sct
9307009,Animal serum globulin preparation,http://snomed.info/sct
9500005,MAOI - Phenelzine,http://snomed.info/sct
9542007,Antihepatitis B immunoglobulin,http://snomed.info/sct
9721008,Phencyclidine,http://snomed.info/sct
9745007,Sucrose product,http://snomed.info/sct
9944001,Chlorphenamine,http://snomed.info/sct
10135005,Cinchona alkaloid,http://snomed.info/sct
10243007,Benzoic and salicylic acid ointment,http://snomed.info/sct
10249006,Agar,http://snomed.info/sct
10312003,Prednisone preparation,http://snomed.info/sct
10332002,Vaccine - bacterin - toxoid,http://snomed.info/sct
10355004,Injectable vitamin preparation,http://snomed.info/sct
10356003,Undecylenic acid and undecylenate salt,http://snomed.info/sct
10368007,Colloidal oatmeal powder,http://snomed.info/sct
10422008,Nitropentaerythrol,http://snomed.info/sct
10515002,Lututrin preparation,http://snomed.info/sct
10632007,Multivitamin preparation,http://snomed.info/sct
10668002,Skin anti-infective,http://snomed.info/sct
10712001,Product containing glucagon,http://snomed.info/sct
10784006,Anti-psychotic agent,http://snomed.info/sct
10944007,Taurine,http://snomed.info/sct
11136004,Methoxyflurane,http://snomed.info/sct
11185009,Autogenous vaccine - autogenous bacterin,http://snomed.info/sct
11260008,Ophthalmic anti-infective preparation,http://snomed.info/sct
11402001,Medicinal enzyme,http://snomed.info/sct
11430001,Tetracyclic antidepressant drug,http://snomed.info/sct
11496005,Mercuric chloride,http://snomed.info/sct
11526002,Aspartame,http://snomed.info/sct
11563006,Vitamin D preparation,http://snomed.info/sct
11777007,Ophthalmic antibiotic,http://snomed.info/sct
11783005,Stool softener,http://snomed.info/sct
11866009,Plague vaccine,http://snomed.info/sct
11894001,Clostridium botulinum toxin,http://snomed.info/sct
11959009,Product containing procainamide,http://snomed.info/sct
12236006,Pancreatin product,http://snomed.info/sct
12289007,Whole blood product,http://snomed.info/sct
12335007,Product containing diatrizoate,http://snomed.info/sct
12369008,Oxytocin product,http://snomed.info/sct
12425002,Human white blood cell product,http://snomed.info/sct
12510000,Eucalyptus oil,http://snomed.info/sct
12597001,Tin,http://snomed.info/sct
12657005,Fludrocortisone acetate preparation,http://snomed.info/sct
12801003,Iodamide meglumine,http://snomed.info/sct
12839006,Estradiol product,http://snomed.info/sct
12968008,Vitamin products,http://snomed.info/sct
13132007,Product containing dextran,http://snomed.info/sct
13154009,Chlormethine,http://snomed.info/sct
13178004,Rickettsial vaccine,http://snomed.info/sct
13525006,Acetylcholine preparation,http://snomed.info/sct
13577000,Nut,http://snomed.info/sct
13664004,BAL - British Anti-Lewisite,http://snomed.info/sct
13790009,Oral form iron preparation,http://snomed.info/sct
13813003,Biotin preparation,http://snomed.info/sct
13965000,Valproic acid,http://snomed.info/sct
14054003,Vitamin B complex preps,http://snomed.info/sct
14103001,Opiate antagonist,http://snomed.info/sct
14402002,Wood,http://snomed.info/sct
14443002,Substance with aminoglycoside structure and antibacterial mechanism of action,http://snomed.info/sct
14529005,Gadolinium-153,http://snomed.info/sct
14542005,Caffeine and sodium benzoate injection solution vial,http://snomed.info/sct
14601000,Anticholinergic agent,http://snomed.info/sct
14706000,Pheneticillin,http://snomed.info/sct
14745005,Hepatitis A virus vaccine,http://snomed.info/sct
14816004,Cocaine product,http://snomed.info/sct
15117003,Coagulant,http://snomed.info/sct
15158005,Air,http://snomed.info/sct
15375005,Phenanthrene derivative,http://snomed.info/sct
15389000,Hydantoin derivative anticonvulsant,http://snomed.info/sct
15432003,Ethinylestradiol,http://snomed.info/sct
15698006,Lysergic acid diethylamide,http://snomed.info/sct
15772006,Beta 1 blocking product,http://snomed.info/sct
15857002,Ethanolamine derivative antihistamine,http://snomed.info/sct
15911003,Cow's milk protein sensitivity,http://snomed.info/sct
16037009,Terfenadine product,http://snomed.info/sct
16047007,Benzodiazepine,http://snomed.info/sct
16131008,Animal antiserum,http://snomed.info/sct
16403005,Non-steroidal anti-inflammatory agent,http://snomed.info/sct
16602005,Hydrocortisone preparation,http://snomed.info/sct
16787005,Streptococcus equisimilis - suis antiserum,http://snomed.info/sct
16791000,Cefradine,http://snomed.info/sct
16832004,Conjugated estrogens,http://snomed.info/sct
17016006,Animal gamma globulin,http://snomed.info/sct
17055007,Systemic acidifier,http://snomed.info/sct
17386008,Anti-infective agent,http://snomed.info/sct
17502009,Gallamine triethiodide,http://snomed.info/sct
17554004,Paramethasone preparation,http://snomed.info/sct
17600005,Diagnostic radiopharmaceuticals,http://snomed.info/sct
17893001,Skeletal muscle relaxant,http://snomed.info/sct
18335001,Aureolic acid,http://snomed.info/sct
18381001,Prindolol,http://snomed.info/sct
18511007,Generic drug,http://snomed.info/sct
18679008,Potassium-removing resin,http://snomed.info/sct
18811003,L-asparaginase preparation,http://snomed.info/sct
19041007,Tolazoline hydrochloride,http://snomed.info/sct
19194001,ddI,http://snomed.info/sct
19315007,Pyridoxine hydrochloride preparation,http://snomed.info/sct
19495007,Technetium (99m-Tc) sodium pertechnetate,http://snomed.info/sct
19581007,Parasympathomimetic agent,http://snomed.info/sct
19583005,Diclofenamide,http://snomed.info/sct
19768003,Alkylating drugs,http://snomed.info/sct
19893005,Potassium dichromate,http://snomed.info/sct
20091003,Somatotropin releasing factor preparation,http://snomed.info/sct
20201001,Nafoxidine,http://snomed.info/sct
20237006,Dihydrotachysterol preparation,http://snomed.info/sct
20249007,Progestin preparation,http://snomed.info/sct
20303001,Vinblastine sulfate,http://snomed.info/sct
20577002,HCG - Human chorionic gonadotrophin product,http://snomed.info/sct
20969008,Polyvalent snake antivenin,http://snomed.info/sct
21069002,Lipotropic agent,http://snomed.info/sct
21451004,Indium-113m chloride,http://snomed.info/sct
21572004,Iodine-123,http://snomed.info/sct
21701005,Cromoglicic acid,http://snomed.info/sct
21788002,Phenazopyridine hydrochloride,http://snomed.info/sct
21986005,Erysipelothrix rhusiopathiae antiserum,http://snomed.info/sct
22091006,Hormone preparation,http://snomed.info/sct
22274004,Methandriol preparation,http://snomed.info/sct
22474002,Aldosterone preparation,http://snomed.info/sct
22587006,Depolarizing muscle relaxant,http://snomed.info/sct
22657006,Calcitonin product,http://snomed.info/sct
22672005,Amfetamine group,http://snomed.info/sct
22696000,Product containing hydralazine,http://snomed.info/sct
22801004,Sterile water solution,http://snomed.info/sct
22826008,Ammonia detoxicant,http://snomed.info/sct
22931006,Evans blue stain,http://snomed.info/sct
22968009,Sunset yellow FCF stain,http://snomed.info/sct
22979004,Oleic acid (125-I),http://snomed.info/sct
23172004,Bismuth,http://snomed.info/sct
23182003,Cereal,http://snomed.info/sct
23222006,Antisera,http://snomed.info/sct
23343005,Human platelet product,http://snomed.info/sct
23822003,Human plasma fraction,http://snomed.info/sct
23838009,Nonspecific alpha-adrenergic blocking agent,http://snomed.info/sct
23888001,Cascara,http://snomed.info/sct
24036003,Antianemia drug,http://snomed.info/sct
24301009,Gold-198,http://snomed.info/sct
24450004,Ethambutolol,http://snomed.info/sct
24511001,Technetium (99m-Tc) succimer,http://snomed.info/sct
24866006,Salmonella typhimurium antiserum,http://snomed.info/sct
24891006,Sodium amidotrizoate,http://snomed.info/sct
25057004,Mercurial diuretic product,http://snomed.info/sct
25085002,Cholecystokinin preparation,http://snomed.info/sct
25351006,Fluorescein sodium stain,http://snomed.info/sct
25419009,Product containing barium sulfate,http://snomed.info/sct
25465007,Escherichia coli monoclonal antibody,http://snomed.info/sct
25716001,"Tetanus toxoid, human",http://snomed.info/sct
25744000,Hereditary gastrogenic lactose intolerance,http://snomed.info/sct
25761002,Glutamine,http://snomed.info/sct
25849001,SNP - Sodium nitroprusside,http://snomed.info/sct
25868003,Soy protein sensitivity,http://snomed.info/sct
25912006,Menadiol sodium diphosphate preparation,http://snomed.info/sct
26122009,Dimetindene,http://snomed.info/sct
26124005,Glipizide product,http://snomed.info/sct
26244009,Antimuscarinic,http://snomed.info/sct
26303005,Hexestrol preparation,http://snomed.info/sct
26370007,Hemostatic agent,http://snomed.info/sct
26456008,Levothyroxine sodium preparation,http://snomed.info/sct
26458009,Product containing diphenhydramine,http://snomed.info/sct
26523005,Product containing dobutamine,http://snomed.info/sct
26548008,Pancreatic hormone product,http://snomed.info/sct
26580005,Digestant,http://snomed.info/sct
26800000,Product containing midazolam,http://snomed.info/sct
26842003,Burbot liver oil preparation,http://snomed.info/sct
27035007,Heavy metal antagonist,http://snomed.info/sct
27085003,Sodium polystyrene sulphonate,http://snomed.info/sct
27242001,Methylprednisolone preparation,http://snomed.info/sct
27479000,AZT - Azidothymidine,http://snomed.info/sct
27548001,LA - Local anesthetic drug,http://snomed.info/sct
27566006,Drug vehicle preservative,http://snomed.info/sct
27638005,T-PA - tissue-type plasminogen activator,http://snomed.info/sct
27658006,Amoxicilline,http://snomed.info/sct
27707001,Medroxyprogesterone acetate preparation,http://snomed.info/sct
27754002,Pyrazinobutazone,http://snomed.info/sct
27867009,Antineoplastic,http://snomed.info/sct
28028002,Synthetic hormone preparation,http://snomed.info/sct
28230009,Poultry,http://snomed.info/sct
28240007,Eye cosmetic,http://snomed.info/sct
28410007,alpha-Carboxypenicillin,http://snomed.info/sct
28647000,Meat,http://snomed.info/sct
28748001,Chloral hydrate,http://snomed.info/sct
28841002,Anhydrohydroxyprogesterone,http://snomed.info/sct
28906000,Percoid liver oil preparation,http://snomed.info/sct
29051009,Loop diuretic product,http://snomed.info/sct
29089004,Dibromomannitol,http://snomed.info/sct
29175007,Rifampicin product,http://snomed.info/sct
29237004,Arachnida antivenin,http://snomed.info/sct
29512005,Lactase deficiency in diseases other than of the small intestine,http://snomed.info/sct
29620001,beta-Tocopherol preparation,http://snomed.info/sct
29877002,MAOI - Isocarboxazid,http://snomed.info/sct
29883004,Class IV antiarrhythmic,http://snomed.info/sct
29987004,Vitamins A and D preparation,http://snomed.info/sct
30010009,Cyanocobalamin product,http://snomed.info/sct
30125007,Senna product,http://snomed.info/sct
30306003,Vitamin B1 preparation,http://snomed.info/sct
30427009,Erythromycin product,http://snomed.info/sct
30466001,Chloramiphene,http://snomed.info/sct
30492008,Diuretic,http://snomed.info/sct
30666008,Toxoid (human),http://snomed.info/sct
30729008,Iron preparation,http://snomed.info/sct
30761007,Mannitol product,http://snomed.info/sct
30964009,Methyprylone,http://snomed.info/sct
30988006,Dienestrol preparation,http://snomed.info/sct
31025003,Dibenzoxazepine derivative antipsychotic agent,http://snomed.info/sct
31181006,Injectable testosterone preparation,http://snomed.info/sct
31192007,Ferrous (59-Fe) chloride,http://snomed.info/sct
31231007,H2O2 - Hydrogen peroxide,http://snomed.info/sct
31305008,Streptococcus equisimilis antiserum,http://snomed.info/sct
31306009,Product containing quinidine,http://snomed.info/sct
31352002,Normal colostral whey,http://snomed.info/sct
31587003,Almond oil liquid,http://snomed.info/sct
31716004,"Frozen plasma product, human",http://snomed.info/sct
31872002,Pramocaine,http://snomed.info/sct
31895006,Gonadotropin,http://snomed.info/sct
31970009,Nitrate vasodilator,http://snomed.info/sct
32249005,Antiviral drugs,http://snomed.info/sct
32460003,Beclometasone dipropionate nasal preparation,http://snomed.info/sct
32462006,Melanocyte stimulating hormone releasing factor preparation,http://snomed.info/sct
32473004,Spider antivenin,http://snomed.info/sct
32583002,Antiseborrheic drug,http://snomed.info/sct
32653002,Ergosterol preparation,http://snomed.info/sct
32841004,NaCl - Sodium chloride solution,http://snomed.info/sct
33124007,Butamidum,http://snomed.info/sct
33133009,Ophthalmic anti-inflammatory preparation,http://snomed.info/sct
33219003,Tricyclic antidepressant,http://snomed.info/sct
33234009,Smallpox vaccine,http://snomed.info/sct
33236006,Cortisone acetate preparation,http://snomed.info/sct
33252009,beta-adrenoceptor blocking drug,http://snomed.info/sct
33271006,Iodohippurate (131-I) sodium,http://snomed.info/sct
33396006,Nickel,http://snomed.info/sct
33484000,Proprietary drug,http://snomed.info/sct
33589008,Cardiac glycoside,http://snomed.info/sct
33682005,Mydriatic,http://snomed.info/sct
33785000,Iodine (125-I) liothyronine,http://snomed.info/sct
33815001,Streptococcus suis antiserum,http://snomed.info/sct
34012005,Sulfonylurea product,http://snomed.info/sct
34364009,Mefenamic acid,http://snomed.info/sct
34598001,Immunobiologic agent available from the Centers for Disease Control and Prevention,http://snomed.info/sct
34599009,Thyroglobulin preparation,http://snomed.info/sct
34689006,Hepatitis B vaccine,http://snomed.info/sct
34696008,Sodium ascorbate preparation,http://snomed.info/sct
34833000,Hydrocortisone ophthalmic preparation,http://snomed.info/sct
35097006,Flea antigen,http://snomed.info/sct
35324004,Paraldehyde product,http://snomed.info/sct
35392005,Calcium-removing resin,http://snomed.info/sct
35476001,Silver nitrate product,http://snomed.info/sct
35531004,Hydrocortamate preparation,http://snomed.info/sct
35609001,Azophloxin stain,http://snomed.info/sct
35736007,Cholera vaccine,http://snomed.info/sct
35792007,Peritoneal dialysis solution,http://snomed.info/sct
35884005,Povidone iodine (131-I),http://snomed.info/sct
35983000,"Cellular blood product, human",http://snomed.info/sct
36168000,Anti-infective nasal preparations,http://snomed.info/sct
36176003,Thrombin,http://snomed.info/sct
36236003,Antidepressant,http://snomed.info/sct
36594001,Tiabendazole,http://snomed.info/sct
36763003,Immune globulin IM,http://snomed.info/sct
36795002,Piperazine estrone sulfate,http://snomed.info/sct
36900006,Sodium Iodohippurate (125-I),http://snomed.info/sct
36940000,Thioxanthene derivative antipsychotic agent,http://snomed.info/sct
36944009,Vitamin B6 preparation,http://snomed.info/sct
37084008,4-quinolones,http://snomed.info/sct
37146000,Typhus vaccine,http://snomed.info/sct
37575004,Carmoisine A stain,http://snomed.info/sct
37628007,Cefalotin,http://snomed.info/sct
37643009,Autogenous bacterin,http://snomed.info/sct
37773009,Diphenylbutylpiperidine derivative antipsychotic agent,http://snomed.info/sct
37803001,d-TC - Tubocurarine,http://snomed.info/sct
38032004,Ontogenic late onset lactase deficiency,http://snomed.info/sct
38076006,Sodium thyroxine,http://snomed.info/sct
38131009,Synthetic drug,http://snomed.info/sct
38181000,Antineoplastic antibiotic,http://snomed.info/sct
38268001,Propionic acid-ibuprofen,http://snomed.info/sct
38413003,Otic dosage form product,http://snomed.info/sct
38578004,Megestrol preparation,http://snomed.info/sct
38900001,Proliferant agent,http://snomed.info/sct
39200002,Iodinated (131-I) albumin,http://snomed.info/sct
39252001,Water balance agent,http://snomed.info/sct
39432004,Deodorant,http://snomed.info/sct
39487003,Regular insulin product,http://snomed.info/sct
39516004,Disulfiram product,http://snomed.info/sct
39525005,Tumor necrosis factor alpha,http://snomed.info/sct
39598004,Marijuana derivative,http://snomed.info/sct
39707000,Aminobenzoic acid,http://snomed.info/sct
39741008,Drug groups primarily affecting the gastro-intestinal system,http://snomed.info/sct
39860005,Fructose product,http://snomed.info/sct
40162007,Bulk-forming laxatives,http://snomed.info/sct
40342009,Thiamylal sodium,http://snomed.info/sct
40556005,Phenytoin product,http://snomed.info/sct
40562000,Methylergonovine preparation,http://snomed.info/sct
40606008,Orphan drug,http://snomed.info/sct
40648001,Fentanyl product,http://snomed.info/sct
40652001,Cromolyn sodium,http://snomed.info/sct
40820003,Carbamazepine product,http://snomed.info/sct
40901001,Desferrioxamine mesylate,http://snomed.info/sct
40937006,Iodine-124,http://snomed.info/sct
40974005,Phenylpiperone,http://snomed.info/sct
40999006,CCNU - Lomustine,http://snomed.info/sct
41193000,Aciclovir,http://snomed.info/sct
41367001,Enterogastrone preparation,http://snomed.info/sct
41399007,Oxazolidinedione,http://snomed.info/sct
41470001,Corbadrine,http://snomed.info/sct
41493007,Dicycloverine,http://snomed.info/sct
41549009,Angiotensin-converting enzyme inhibitor,http://snomed.info/sct
41967008,Silver,http://snomed.info/sct
42098005,Dexamethasone ophthalmic preparation,http://snomed.info/sct
42271003,Glutamic acid product,http://snomed.info/sct
42374009,Dextromethorphan hydrobromide,http://snomed.info/sct
42416001,Lanolin,http://snomed.info/sct
42514000,Procaine product,http://snomed.info/sct
42638008,Methylrosanilium chloride,http://snomed.info/sct
42714002,Escherichia coli antiserum,http://snomed.info/sct
42863006,Desmopressin acetate preparation,http://snomed.info/sct
43533002,Chloramphenicol ophthalmic preparation,http://snomed.info/sct
43594006,Skin bleaching preparations,http://snomed.info/sct
43684009,Misoprostol product,http://snomed.info/sct
43735007,Sulfur,http://snomed.info/sct
43747001,Drug excipient,http://snomed.info/sct
43927002,Analeptic agent,http://snomed.info/sct
44027008,Seafood,http://snomed.info/sct
44418001,Percomorph liver oil preparation,http://snomed.info/sct
44588005,Iodine,http://snomed.info/sct
44731005,Otic form hydrocortisone,http://snomed.info/sct
44798001,Dinoprostone product,http://snomed.info/sct
45215009,Tantalum,http://snomed.info/sct
45218006,Meclastine,http://snomed.info/sct
45313004,Propylpiperazine derivative of phenothiazine,http://snomed.info/sct
45355008,Rocky Mountain spotted fever vaccine,http://snomed.info/sct
45475000,Indigo carmine stain,http://snomed.info/sct
45849009,Technetium (99m-Tc) sodium glucoheptonate,http://snomed.info/sct
45888006,gamma-Tocopherol preparation,http://snomed.info/sct
45923000,E331 - Sodium citrate,http://snomed.info/sct
46063005,Psychotherapeutic agent,http://snomed.info/sct
46123006,Ascorbic acid product,http://snomed.info/sct
46233009,Influenza virus vaccine,http://snomed.info/sct
46576005,Product containing flecainide,http://snomed.info/sct
46741005,SA - Salicylic acid,http://snomed.info/sct
47120002,Hexamidinum,http://snomed.info/sct
47192000,Meglumine amidotrizoate,http://snomed.info/sct
47602007,Nalidixic acid,http://snomed.info/sct
47703008,Lactose,http://snomed.info/sct
47755009,Potassium sparing diuretic,http://snomed.info/sct
47772002,Fenfluramine hydrochloride,http://snomed.info/sct
47898004,Product containing verapamil,http://snomed.info/sct
48028008,Haemophilus b polysaccharide conjugate (diphtheria toxoid conjugate) vaccine,http://snomed.info/sct
48279009,Emollient product,http://snomed.info/sct
48351000,Butadione,http://snomed.info/sct
48698004,Calcium-channel blocker,http://snomed.info/sct
48875009,Dihydroergotamine product,http://snomed.info/sct
49019002,Prednisolone ophthalmic preparation,http://snomed.info/sct
49157004,Uricosuric product,http://snomed.info/sct
49192007,Antiflatulent agent,http://snomed.info/sct
49590009,Class I antiarrhythmic,http://snomed.info/sct
49600008,Normal animal plasma,http://snomed.info/sct
49617001,Disodium enoxolone,http://snomed.info/sct
49663007,Sunscreening preparations,http://snomed.info/sct
49694007,Mucolytics,http://snomed.info/sct
49860008,Gold product,http://snomed.info/sct
49992008,Dexamethasone sodium phosphate,http://snomed.info/sct
49998007,Sufentanil,http://snomed.info/sct
50137001,Glycine solution,http://snomed.info/sct
50182002,Hemodialysis fluid,http://snomed.info/sct
50244000,Intravenous anesthetic,http://snomed.info/sct
50256004,Antitrichomonal agent,http://snomed.info/sct
50318003,Luteal hormone,http://snomed.info/sct
50520001,Neomycin B,http://snomed.info/sct
50841004,Otic form chloramphenicol,http://snomed.info/sct
50868004,Dexamfetamine,http://snomed.info/sct
51073002,Phenobarbital product,http://snomed.info/sct
51103004,Hypertonic saline,http://snomed.info/sct
51132001,Hyaluronidase product,http://snomed.info/sct
51326002,BCNU - Carmustine,http://snomed.info/sct
51420009,Silicon,http://snomed.info/sct
51425004,Scorpion antivenin,http://snomed.info/sct
51555009,Desiccated liver preparation,http://snomed.info/sct
51752005,Chologon,http://snomed.info/sct
51758009,Amidine,http://snomed.info/sct
51779009,Cephalosporin -class of antibiotic-,http://snomed.info/sct
51905005,Mustard,http://snomed.info/sct
51908007,Product containing prenylamine,http://snomed.info/sct
51992002,Gastrin preparation,http://snomed.info/sct
52017007,Antiemetic,http://snomed.info/sct
52070001,Acquired monosaccharide malabsorption,http://snomed.info/sct
52408003,Iodinated (131-I) gamma globulin,http://snomed.info/sct
52412009,Methylergonovine maleate preparation,http://snomed.info/sct
52423008,Tar preparation,http://snomed.info/sct
52451004,Dihydroindolone derivative antipsychotic agent,http://snomed.info/sct
52454007,Albumin,http://snomed.info/sct
52628005,Typhoid-paratyphoid vaccine,http://snomed.info/sct
52761007,Anticholinesterase parasympathomimetic,http://snomed.info/sct
52836003,Paraformaldehyde,http://snomed.info/sct
52883001,para-Hydroxyamphetamine,http://snomed.info/sct
52896000,Chinoform,http://snomed.info/sct
53009005,Analgesic,http://snomed.info/sct
53793005,Escherichia coli antibody,http://snomed.info/sct
53800008,Dithranol,http://snomed.info/sct
53951001,Technetium (99m-Tc) oxidronate,http://snomed.info/sct
54250004,Lactose intolerance in children without lactase deficiency,http://snomed.info/sct
54541002,Ergometrine preparation,http://snomed.info/sct
54544005,Pethidine,http://snomed.info/sct
54659006,Thiamine hydrochloride preparation,http://snomed.info/sct
54791001,Metanil yellow stain,http://snomed.info/sct
54882005,Amfepramone,http://snomed.info/sct
54887004,Cefalexin,http://snomed.info/sct
54982006,Promethestrol preparation,http://snomed.info/sct
55015008,E325 - Sodium lactate,http://snomed.info/sct
55494003,Technetium (99m-Tc) albumin microspheres,http://snomed.info/sct
55673009,Product containing sodium iothalamate (125-I),http://snomed.info/sct
55745002,Product containing propranolol,http://snomed.info/sct
55782006,Amide-type anesthetic,http://snomed.info/sct
55784007,Natural hormone preparation,http://snomed.info/sct
55814006,Iodinated (131-I) aggregated albumin,http://snomed.info/sct
55830003,Menotrophin,http://snomed.info/sct
55867006,Product containing aminophylline,http://snomed.info/sct
56011005,Stinging insects immunotherapy extract,http://snomed.info/sct
56032002,Androstanolone,http://snomed.info/sct
56059005,Mebendazole product,http://snomed.info/sct
56123002,Hexamine,http://snomed.info/sct
56234005,Growth hormone product,http://snomed.info/sct
56240003,Paramethasone acetate preparation,http://snomed.info/sct
56281006,Anesthetic ether,http://snomed.info/sct
56602009,Hydroxycarbamide,http://snomed.info/sct
56615000,Polyestradiol phosphate preparation,http://snomed.info/sct
56656002,Magnesium-based antacid,http://snomed.info/sct
56844000,Yellow fever vaccine,http://snomed.info/sct
56928005,Etoposide product,http://snomed.info/sct
56934003,PVP - Polyvinylpyrrolidone,http://snomed.info/sct
57066004,Cisplatin product,http://snomed.info/sct
57123008,Urinary acidifier,http://snomed.info/sct
57191001,Chloramphenicol product,http://snomed.info/sct
57376006,Monosodium carbonate,http://snomed.info/sct
57616006,STD - Sodium tetradecyl sulfate,http://snomed.info/sct
57720001,Anise oil,http://snomed.info/sct
57752001,Gentamicin product,http://snomed.info/sct
57845006,Isoprenaline,http://snomed.info/sct
57893000,Chlortalidone,http://snomed.info/sct
57952007,Lipid lowering drug,http://snomed.info/sct
58050004,Antiparkinsonian agent,http://snomed.info/sct
58098008,Tetanus toxoid adsorbed,http://snomed.info/sct
58281002,Gadolinium,http://snomed.info/sct
58502006,Propylamine derivative antihistamine,http://snomed.info/sct
58760003,Antimetabolites,http://snomed.info/sct
58805000,Pituitary hormone preparation,http://snomed.info/sct
58892008,F3T - trifluorothymidine,http://snomed.info/sct
58944007,Vasodilator,http://snomed.info/sct
59037007,Drug intolerance,http://snomed.info/sct
59057006,Antihemophilic factor preparation,http://snomed.info/sct
59082006,Urokinase,http://snomed.info/sct
